Scenario,Model,Round,Testing Period,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Training Time,Testing Time,Validation Period,Model Ranking,Validation Perf
crc,lr,63,8,0.6078431372549019,0.04137624202877058,0.7561208383805014,0.07747847820049986,0.5884170254649306,0.10930008103867425,0.18460060291387528,31.49010684795212,0.1320965118939057,4,"[2, 3, 1, 0]",[-1]
temporal,lr,63,8,0.6078431372549019,0.04137624202877058,0.7561208383805014,0.07747847820049986,0.5884170254649306,0.10930008103867425,0.18460060291387528,31.49010684795212,0.18906747503206134,3,"[2, 0, 1, 3]","[0.5796246030332897, 0.5787403167256515, 0.6067858571404443, 0.6112314887240213]"
temporal_rev,lr,63,8,0.5237234523271577,0.05729398388452222,0.7537716110560511,0.10328847696283754,0.607598712224702,0.10677136151025184,0.18355746162741643,31.49010684795212,0.1539103260729462,3,"[3, 2, 0, 1]","[0.5796246030332897, 0.5787403167256515, 0.6067858571404443, 0.6112314887240213]"
dist,lr,63,8,0.6078431372549019,0.04137624202877058,0.7561208383805014,0.07747847820049986,0.5884170254649306,0.10930008103867425,0.18460060291387528,31.49010684795212,0.3736352139385417,6,"[2, 0, 1, 3]","[0.5796246030332897, 0.5787403167256515, 0.6067858571404443, 0.6112314887240213]"
dist_leak,lr,63,8,0.5237234523271577,0.05729398388452222,0.7537716110560511,0.10328847696283754,0.607598712224702,0.10677136151025184,0.18355746162741643,31.49010684795212,0.15201906708534807,6,"[3, 2, 0, 1]","[0.5796246030332897, 0.5787403167256515, 0.6067858571404443, 0.6112314887240213]"
stationary,lr,64,5,1.0,0.0004590103736344441,0.6092121792187594,0.0009175995595522114,0.5321463408867485,0.016721319141250825,0.23101365883318598,12.188224873039871,0.016913564992137253,-1,[0],[-1]
retrain,lr,64,5,1.0,0.0004590103736344441,0.6092121792187594,0.0009175995595522114,0.5321463408867485,0.016721319141250825,0.23101365883318598,12.188224873039871,0.026138623943552375,-1,[0],[-1]
oracle,lr,64,5,1.0,0.0004590103736344441,0.6092121792187594,0.0009175995595522114,0.5321463408867485,0.016721319141250825,0.23101365883318598,12.188224873039871,0.0700478539802134,1,[0],[0.5321463408867485]
laf,lr,64,5,1.0,0.0004590103736344441,0.6092121792187594,0.0009175995595522114,0.5321463408867485,0.016721319141250825,0.23101365883318598,12.188224873039871,0.031074497033841908,-1,[0],[-1]
crc,lr,64,5,1.0,0.0004590103736344441,0.6092121792187594,0.0009175995595522114,0.5321463408867485,0.016721319141250825,0.23101365883318598,12.188224873039871,0.015667909057810903,-1,[0],[-1]
